ID,class
1090,6
1091,8
1092,1
1093,2
1094,3
1095,8
1096,4
1097,3
1098,8
1099,0
1100,8
1101,7
1102,5
1103,5
1104,3
1105,2
1106,2
1107,1
1108,1
1109,4
1110,5
1111,6
1112,6
1113,0
1114,0
1115,3
1116,7
1117,8
1118,8
1119,7
1120,8
1121,3
1122,6
1123,3
1124,6
1125,2
1126,1
1127,0
1128,3
1129,1
1130,6
1131,5
1132,7
1133,4
1134,4
1135,7
1136,2
1137,6
1138,8
1139,4
1140,6
1141,3
1142,7
1143,6
1144,8
1145,5
1146,1
1147,6
1148,8
1149,3
1150,2
1151,3
1152,8
1153,1
1154,7
1155,7
1156,1
1157,2
1158,3
1159,7
1160,6
1161,6
1162,4
1163,3
1164,7
1165,4
1166,0
1167,1
1168,1
1169,8
1170,1
1171,1
1172,0
1173,3
1174,3
1175,3
1176,6
1177,8
1178,8
1179,1
1180,1
1181,1
1182,1
1183,8
1184,1
1185,4
1186,8
1187,1
1188,0
1189,1
1190,7
1191,1
1192,3
1193,2
1194,1
1195,8
1196,3
1197,5
1198,6
1199,0
1200,3
1201,6
1202,3
1203,6
1204,1
1205,2
1206,2
1207,4
1208,7
1209,7
1210,4
1211,1
1212,6
1213,6
1214,7
1215,6
1216,8
1217,1
1218,8
1219,5
1220,7
1221,5
1222,2
1223,8
1224,8
1225,0
1226,3
1227,3
1228,3
1229,3
1230,0
1231,3
1232,8
1233,8
1234,2
1235,6
1236,4
1237,8
1238,4
1239,0
1240,1
1241,6
1242,5
1243,1
1244,3
1245,3
1246,1
1247,3
1248,5
1249,2
1250,4
1251,5
1252,2
1253,3
1254,0
1255,1
1256,3
1257,1
1258,7
1259,5
1260,3
1261,6
1262,6
1263,7
1264,6
1265,0
1266,2
1267,1
1268,7
1269,1
1270,8
1271,5
1272,1
1273,1
1274,8
1275,6
1276,8
1277,4
1278,6
1279,2
1280,5
1281,4
1282,6
1283,8
1284,1
1285,3
1286,5
1287,4
1288,6
1289,6
1290,6
1291,4
1292,2
1293,8
1294,3
1295,2
1296,7
1297,0
1298,7
1299,6
1300,2
1301,3
1302,5
1303,7
1304,3
1305,3
1306,5
1307,3
1308,7
1309,2
1310,1
1311,3
1312,6
1313,8
1314,8
1315,3
1316,3
1317,2
1318,4
1319,1
1320,6
1321,2
1322,1
1323,4
1324,8
1325,8
1326,4
1327,7
1328,1
1329,8
1330,1
1331,5
1332,7
1333,4
1334,5
1335,3
1336,1
1337,0
1338,1
1339,7
1340,6
1341,8
1342,2
1343,7
1344,6
1345,4
1346,8
1347,3
1348,8
1349,5
1350,6
1351,0
1352,2
1353,0
1354,8
1355,2
1356,6
1357,5
1358,2
1359,3
1360,4
1361,7
1362,2
1363,7
1364,1
1365,5
1366,5
1367,8
1368,8
1369,0
1370,0
1371,3
1372,1
1373,6
1374,6
1375,4
1376,1
1377,6
1378,3
1379,6
1380,7
1381,2
1382,5
1383,1
1384,3
1385,4
1386,8
1387,6
1388,1
1389,8
1390,6
1391,8
1392,3
1393,5
1394,5
1395,4
1396,2
1397,8
1398,1
1399,3
1400,2
1401,3
1402,7
1403,2
1404,6
1405,3
1406,1
1407,8
1408,1
1409,4
1410,8
1411,2
1412,1
1413,0
1414,1
1415,1
1416,3
1417,3
1418,6
1419,7
1420,3
1421,5
1422,1
1423,8
1424,6
1425,3
1426,0
1427,4
1428,8
1429,6
1430,4
1431,5
1432,2
1433,7
1434,2
1435,5
1436,4
1437,8
1438,2
1439,5
1440,8
1441,2
1442,8
1443,7
1444,2
1445,5
1446,1
1447,0
1448,7
1449,7
1450,1
1451,3
1452,8
1453,8
1454,0
1455,2
1456,7
1457,4
1458,7
1459,8
1460,4
1461,1
1462,6
1463,6
1464,8
1465,4
1466,6
1467,4
1468,8
1469,3
1470,5
1471,5
1472,2
1473,5
1474,3
1475,6
1476,3
1477,3
1478,1
1479,6
1480,8
1481,6
1482,5
1483,4
1484,6
1485,5
1486,8
1487,5
1488,2
1489,1
1490,0
1491,0
1492,6
1493,2
1494,1
1495,5
1496,0
1497,3
1498,3
1499,4
1500,8
1501,4
1502,2
1503,3
1504,5
1505,3
1506,5
1507,3
1508,7
1509,0
1510,4
1511,8
1512,1
1513,6
1514,7
1515,6
1516,4
1517,7
1518,1
1519,7
1520,3
1521,0
1522,4
1523,3
1524,6
1525,5
1526,0
1527,6
1528,3
1529,0
1530,1
1531,8
1532,7
1533,6
1534,3
1535,4
1536,1
1537,4
1538,4
1539,5
1540,5
1541,5
1542,6
1543,5
1544,4
1545,1
1546,3
1547,8
1548,7
1549,1
1550,5
1551,3
1552,6
1553,6
1554,7
1555,8
1556,3
1557,8
1558,4
1559,1
1560,1
1561,6
1562,6
1563,4
1564,6
1565,8
1566,6
1567,7
1568,5
1569,3
1570,3
1571,0
1572,8
1573,2
1574,8
1575,6
1576,7
1577,5
1578,8
1579,0
1580,0
1581,6
1582,7
1583,8
1584,4
1585,0
1586,3
1587,2
1588,3
1589,3
1590,1
1591,6
1592,0
1593,4
1594,3
1595,6
1596,5
1597,1
1598,5
1599,6
1600,7
1601,2
1602,1
1603,7
1604,8
1605,6
1606,0
1607,4
1608,1
1609,3
1610,3
1611,8
1612,1
1613,1
1614,7
1615,0
1616,7
1617,5
1618,1
1619,6
1620,1
1621,1
1622,1
1623,4
1624,5
1625,6
1626,2
1627,5
1628,1
1629,1
1630,3
1631,5
1632,3
1633,5
1634,0
1635,1
1636,5
1637,1
1638,4
1639,0
1640,2
1641,3
1642,8
1643,5
1644,1
1645,3
1646,0
1647,6
1648,1
1649,8
1650,6
1651,6
1652,3
1653,3
1654,7
1655,6
1656,5
1657,2
1658,0
1659,3
1660,5
1661,3
1662,7
1663,6
1664,6
1665,1
1666,5
1667,4
1668,6
1669,8
1670,5
1671,5
1672,7
1673,5
1674,8
1675,8
1676,6
1677,3
1678,5
1679,5
1680,1
1681,7
1682,6
1683,8
1684,5
1685,5
1686,0
1687,3
1688,4
1689,3
1690,2
1691,1
1692,3
1693,3
1694,7
1695,4
1696,0
1697,6
1698,1
1699,1
1700,8
1701,0
1702,2
1703,1
1704,8
1705,0
1706,2
1707,1
1708,2
1709,2
1710,5
1711,3
1712,8
1713,2
1714,5
1715,1
1716,6
1717,8
1718,5
1719,0
1720,1
1721,3
1722,8
1723,2
1724,8
1725,6
1726,6
1727,0
1728,4
1729,6
1730,2
1731,8
1732,6
1733,7
1734,4
1735,6
1736,3
1737,8
1738,1
1739,6
1740,8
1741,1
1742,1
1743,8
1744,0
1745,2
1746,8
1747,7
1748,0
1749,8
1750,3
1751,3
1752,3
1753,7
1754,7
1755,8
1756,1
1757,6
1758,1
1759,6
1760,1
1761,5
1762,1
1763,6
1764,2
1765,5
1766,5
1767,2
1768,5
1769,4
1770,7
1771,1
1772,6
1773,8
1774,7
1775,5
1776,6
1777,6
1778,6
1779,7
1780,0
1781,7
1782,1
1783,5
1784,8
1785,1
1786,8
1787,6
1788,0
1789,1
1790,8
1791,3
1792,8
1793,6
1794,3
1795,8
1796,1
1797,7
1798,3
1799,1
1800,8
1801,3
1802,7
1803,3
1804,8
1805,8
1806,5
1807,6
1808,6
1809,5
1810,7
1811,8
1812,3
1813,1
1814,3
1815,5
1816,6
1817,3
1818,3
1819,5
1820,5
1821,3
1822,1
1823,0
1824,0
1825,8
1826,7
1827,4
1828,3
1829,3
1830,0
1831,0
1832,8
1833,4
1834,1
1835,3
1836,3
1837,4
1838,2
1839,6
1840,2
1841,3
1842,6
1843,3
1844,8
1845,5
1846,0
1847,3
1848,1
1849,8
1850,5
1851,7
1852,6
1853,3
1854,1
1855,8
1856,6
1857,7
1858,2
1859,5
1860,6
1861,1
1862,5
1863,8
1864,3
1865,7
1866,7
1867,6
1868,5
1869,6
1870,1
1871,0
1872,3
1873,1
1874,7
1875,2
1876,4
1877,0
1878,6
1879,7
1880,7
1881,6
1882,6
1883,1
1884,1
1885,0
1886,5
1887,5
1888,3
1889,1
1890,6
1891,0
1892,8
1893,3
1894,1
1895,2
1896,8
1897,6
1898,3
1899,6
1900,2
1901,2
1902,8
1903,0
1904,1
1905,3
1906,1
1907,0
1908,7
1909,1
1910,6
1911,0
1912,5
1913,1
1914,3
1915,2
1916,8
1917,1
1918,6
1919,7
1920,0
1921,6
1922,6
1923,7
1924,3
1925,7
1926,7
1927,6
1928,1
1929,0
1930,0
1931,2
1932,8
1933,6
1934,1
1935,5
1936,8
1937,3
1938,8
1939,7
1940,6
1941,4
1942,8
1943,2
1944,2
1945,5
1946,1
1947,0
1948,1
1949,6
1950,7
1951,7
1952,1
1953,1
1954,3
1955,4
1956,1
1957,4
1958,8
1959,7
1960,7
1961,5
1962,1
1963,6
1964,6
1965,6
1966,0
1967,0
1968,6
1969,2
1970,0
1971,2
1972,7
1973,6
1974,3
1975,0
1976,5
1977,5
1978,3
1979,1
1980,7
1981,2
1982,0
1983,3
1984,6
1985,2
1986,5
1987,1
1988,1
1989,6
1990,1
1991,6
1992,3
1993,7
1994,3
1995,4
1996,5
1997,5
1998,2
1999,6
2000,6
2001,3
2002,1
2003,1
2004,3
2005,2
2006,4
2007,0
2008,6
2009,4
2010,7
2011,1
2012,3
2013,4
2014,4
2015,4
2016,7
2017,1
2018,6
2019,6
2020,7
2021,6
2022,6
2023,8
2024,1
2025,0
2026,3
2027,1
2028,4
2029,2
2030,3
2031,6
2032,0
2033,0
2034,7
2035,6
2036,8
2037,3
2038,3
2039,3
2040,1
2041,8
2042,4
2043,3
2044,6
2045,5
2046,1
2047,2
2048,6
2049,8
2050,1
2051,5
2052,4
2053,1
2054,8
2055,5
2056,3
2057,1
2058,2
2059,1
2060,0
2061,7
2062,1
2063,3
2064,4
2065,0
2066,4
2067,6
2068,8
2069,7
2070,2
2071,2
2072,3
2073,7
2074,6
2075,2
2076,8
2077,5
2078,4
2079,3
2080,7
2081,1
2082,7
2083,6
2084,0
2085,1
2086,5
2087,3
2088,0
2089,5
2090,2
2091,7
2092,7
2093,8
2094,0
2095,1
2096,8
2097,1
2098,1
2099,7
2100,0
2101,7
2102,7
2103,5
2104,6
2105,5
2106,6
2107,6
2108,7
2109,0
2110,3
2111,1
2112,7
2113,0
2114,1
2115,5
2116,8
2117,0
2118,8
2119,8
2120,2
2121,0
2122,1
2123,6
2124,3
2125,5
2126,5
2127,1
2128,0
2129,6
2130,8
2131,4
2132,6
2133,8
2134,8
2135,3
2136,6
2137,6
2138,3
2139,4
2140,2
2141,1
2142,2
2143,3
2144,8
2145,3
2146,5
2147,3
2148,7
2149,3
2150,1
2151,6
2152,1
2153,8
2154,6
2155,4
2156,0
2157,2
2158,3
2159,7
2160,5
2161,0
2162,8
2163,6
2164,7
2165,3
2166,7
2167,6
2168,8
2169,7
2170,1
2171,1
2172,2
2173,7
2174,8
2175,3
2176,8
2177,7
2178,3
2179,1
2180,8
2181,1
2182,8
2183,3
2184,3
2185,1
2186,1
2187,6
2188,3
2189,4
2190,6
2191,5
2192,2
2193,1
2194,7
2195,1
2196,7
2197,8
2198,6
2199,2
2200,2
2201,1
2202,6
2203,5
2204,1
2205,8
2206,3
2207,1
2208,5
2209,1
2210,8
2211,3
2212,3
2213,5
2214,3
2215,7
2216,2
2217,5
2218,1
2219,8
2220,6
2221,8
2222,8
2223,7
2224,1
2225,1
2226,6
2227,1
2228,4
2229,0
2230,2
2231,6
2232,6
2233,0
2234,3
2235,1
2236,0
2237,6
2238,6
2239,3
2240,0
2241,6
2242,3
2243,7
2244,1
2245,6
2246,3
2247,6
2248,6
2249,0
2250,1
2251,2
2252,0
2253,6
2254,4
2255,2
2256,1
2257,8
2258,7
2259,7
2260,0
2261,1
2262,8
2263,2
2264,5
2265,8
2266,6
2267,7
2268,3
2269,1
2270,8
2271,4
2272,5
2273,6
2274,6
2275,3
2276,1
2277,1
2278,7
2279,6
2280,6
2281,3
2282,0
2283,7
2284,6
2285,2
2286,6
2287,6
2288,8
2289,7
2290,3
2291,1
2292,3
2293,7
2294,8
2295,3
2296,0
2297,3
2298,0
2299,4
2300,7
2301,5
2302,1
2303,2
2304,8
2305,3
2306,5
2307,0
2308,2
2309,8
2310,0
2311,1
2312,1
2313,4
2314,8
2315,6
2316,2
2317,5
2318,4
2319,4
2320,5
2321,3
2322,5
2323,0
2324,4
2325,4
2326,1
2327,0
2328,1
2329,1
2330,8
2331,1
2332,4
2333,7
2334,0
2335,6
2336,8
2337,4
2338,7
2339,1
2340,6
2341,6
2342,3
2343,5
2344,8
2345,5
2346,6
2347,2
2348,3
2349,3
2350,7
2351,8
2352,7
2353,5
2354,8
2355,7
2356,7
2357,3
2358,0
2359,4
2360,6
2361,6
2362,8
2363,5
2364,5
2365,3
2366,1
2367,5
2368,1
2369,6
2370,2
2371,6
2372,8
2373,0
2374,0
2375,5
2376,2
2377,7
2378,6
2379,1
2380,1
2381,5
2382,6
2383,3
2384,8
2385,3
2386,6
2387,1
2388,6
2389,0
2390,1
2391,6
2392,2
2393,3
2394,5
2395,6
2396,5
2397,4
2398,1
2399,3
2400,2
2401,5
2402,8
2403,5
2404,0
2405,1
2406,4
2407,1
2408,8
2409,0
2410,5
2411,1
2412,8
2413,5
2414,5
2415,4
2416,4
2417,5
2418,8
2419,6
2420,5
2421,3
2422,3
2423,8
2424,2
2425,3
2426,2
2427,4
2428,8
2429,6
2430,6
2431,6
2432,6
2433,1
2434,6
2435,3
2436,1
2437,5
2438,5
2439,5
2440,1
2441,7
2442,4
2443,3
2444,8
2445,3
2446,2
2447,4
2448,3
2449,4
2450,0
2451,0
2452,0
2453,1
2454,1
2455,8
2456,8
2457,1
2458,1
2459,7
2460,3
2461,8
2462,7
2463,6
2464,3
2465,7
2466,0
2467,3
2468,6
2469,6
2470,2
2471,7
2472,3
2473,1
2474,3
2475,2
2476,1
2477,6
2478,1
2479,1
2480,0
2481,5
2482,3
2483,8
2484,7
2485,2
2486,6
2487,5
2488,7
2489,6
2490,6
2491,8
2492,3
2493,5
2494,4
2495,5
2496,6
2497,5
2498,8
2499,0
2500,1
2501,1
2502,8
2503,6
2504,8
2505,8
2506,8
2507,8
2508,8
2509,7
2510,4
2511,6
2512,3
2513,7
2514,6
2515,1
2516,0
2517,6
2518,5
2519,1
2520,6
2521,1
2522,6
2523,7
2524,3
2525,4
2526,7
2527,3
2528,4
2529,5
2530,3
2531,8
2532,3
2533,8
2534,6
2535,3
2536,7
2537,7
2538,8
2539,1
2540,6
2541,1
2542,4
2543,1
2544,3
2545,8
2546,5
2547,7
2548,1
2549,6
2550,5
2551,0
2552,3
2553,8
2554,7
2555,1
2556,0
2557,1
2558,7
2559,6
2560,5
2561,6
2562,3
2563,7
2564,3
2565,2
2566,6
2567,4
2568,3
2569,5
2570,3
2571,4
2572,7
2573,0
2574,3
2575,2
2576,6
2577,8
2578,8
2579,4
2580,0
2581,1
2582,3
2583,6
2584,8
2585,3
2586,8
2587,8
2588,2
2589,1
2590,3
2591,6
2592,6
2593,1
2594,1
2595,7
2596,6
2597,7
2598,6
2599,0
2600,1
2601,0
2602,5
2603,4
2604,1
2605,1
2606,6
2607,5
2608,1
2609,1
2610,3
2611,3
2612,3
2613,3
2614,2
2615,2
2616,8
2617,5
2618,0
2619,6
2620,1
2621,0
2622,5
2623,6
2624,3
2625,0
2626,6
2627,4
2628,7
2629,3
2630,5
2631,2
2632,0
2633,6
2634,8
2635,8
2636,3
2637,6
2638,1
2639,0
2640,4
2641,1
2642,6
2643,3
2644,3
2645,8
2646,6
2647,8
2648,1
2649,4
2650,7
2651,3
2652,4
2653,8
2654,1
2655,1
2656,0
2657,3
2658,8
2659,3
2660,4
2661,0
2662,1
2663,5
2664,7
2665,2
2666,5
2667,2
2668,5
2669,1
2670,3
2671,1
2672,6
2673,5
2674,5
2675,3
2676,5
2677,7
2678,7
2679,7
2680,1
2681,6
2682,3
2683,4
2684,2
2685,6
2686,7
2687,8
2688,1
2689,1
2690,6
2691,6
2692,1
2693,1
2694,5
2695,6
2696,8
2697,1
2698,6
2699,1
2700,6
2701,8
2702,7
2703,8
2704,8
2705,6
2706,4
2707,6
2708,6
2709,6
2710,0
2711,7
2712,1
2713,4
2714,3
2715,2
2716,5
2717,1
2718,1
2719,0
2720,4
2721,1
2722,3
2723,7
2724,8
2725,7
2726,1
2727,3
2728,4
2729,7
2730,0
2731,7
2732,7
2733,2
2734,6
2735,7
2736,7
2737,3
2738,7
2739,7
2740,8
2741,5
2742,4
2743,1
2744,5
2745,8
2746,0
2747,5
2748,0
2749,8
2750,8
2751,3
2752,8
2753,0
2754,0
2755,4
2756,1
2757,8
2758,7
2759,2
2760,1
2761,8
2762,1
2763,6
2764,3
2765,1
2766,2
2767,8
2768,6
2769,6
2770,8
2771,5
2772,1
2773,2
2774,6
2775,5
2776,8
2777,7
2778,1
2779,1
2780,2
2781,0
2782,0
2783,6
2784,3
2785,6
2786,3
2787,7
2788,2
2789,5
2790,1
2791,7
2792,6
2793,1
2794,3
2795,4
2796,8
2797,1
2798,2
2799,2
2800,7
2801,8
2802,2
2803,0
2804,6
2805,0
2806,8
2807,1
2808,4
2809,6
2810,6
2811,1
2812,3
2813,8
2814,0
2815,8
2816,8
2817,4
2818,2
2819,1
2820,8
2821,4
2822,5
2823,0
2824,2
2825,1
2826,1
2827,3
2828,2
2829,6
2830,8
2831,2
2832,0
2833,1
2834,2
2835,3
2836,1
2837,7
2838,4
2839,1
2840,2
2841,1
2842,8
2843,4
2844,4
2845,7
2846,3
2847,1
2848,7
2849,3
2850,0
2851,8
2852,3
2853,4
2854,3
2855,7
2856,8
2857,0
2858,1
2859,8
2860,7
2861,2
2862,6
2863,5
2864,3
2865,2
2866,2
2867,5
2868,6
2869,8
2870,1
2871,2
2872,3
2873,3
2874,6
2875,5
2876,4
2877,6
2878,0
2879,3
2880,7
2881,8
2882,4
2883,3
2884,3
2885,8
2886,7
2887,8
2888,1
2889,3
2890,1
2891,3
2892,2
2893,1
2894,6
2895,1
2896,5
2897,4
2898,6
2899,8
2900,2
2901,6
2902,1
2903,7
2904,0
2905,2
2906,4
2907,1
2908,3
2909,0
2910,5
2911,3
2912,3
2913,5
2914,4
2915,4
2916,3
2917,5
2918,1
2919,3
2920,4
2921,8
2922,2
2923,8
2924,1
2925,2
2926,7
2927,1
2928,1
2929,5
2930,5
2931,8
2932,8
2933,8
2934,6
2935,2
2936,0
2937,7
2938,7
2939,4
2940,2
2941,5
2942,1
2943,4
2944,6
2945,0
2946,2
2947,3
2948,7
2949,7
2950,3
2951,1
2952,5
2953,2
2954,3
2955,1
2956,1
2957,5
2958,7
2959,3
2960,7
2961,4
2962,1
2963,1
2964,6
2965,1
2966,4
2967,1
2968,6
2969,4
2970,3
2971,0
2972,7
2973,3
2974,3
2975,4
2976,2
2977,7
2978,4
2979,8
2980,4
2981,6
2982,0
2983,0
2984,2
2985,6
2986,1
2987,4
2988,7
2989,3
2990,6
2991,6
2992,1
2993,2
2994,5
2995,0
2996,4
2997,7
